N0,state,date,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4,-9
60.8,kentucky,d_19810901,28.4,13.9,0.1,0,0,10.7,3.5,0,0,0,0
20.5,louisiana,d_19810901,79.3,60.5,16.9,5.6,0.7,0.1,0,0,0,0,0
39.1,maine,d_19810901,3.8,0,0,0,0,57.1,47.3,22.7,15.7,1.3,0
22.5,maryland,d_19810901,74.3,38.9,0.1,0,0,3.1,0.4,0,0,0,0
23.5,massachusetts,d_19810901,76.5,47.2,12.3,2.6,0,0,0,0,0,0,0
27.5,michigan,d_19810901,30,16.6,4.2,2.3,1,42.6,33.3,16.7,7.7,0.7,0
54.4,minnesota,d_19810901,10.6,3.8,0,0,0,34.9,14.7,0.2,0,0,0
2,mississippi,d_19810901,97.9,91.4,39.8,13.9,1.5,0,0,0,0,0,0
38,missouri,d_19810901,12.6,4.6,0.5,0,0,49.4,35.7,13.1,1.8,0.1,0
42.2,montana,d_19810901,28.7,18.4,1.9,0.3,0,29.1,14,1.6,0.4,0,0
45.1,nebraska,d_19810901,18.7,8.3,0.9,0.2,0,36.3,27.2,4.9,0.9,0,0
48.9,nevada,d_19810901,33.9,19.7,8.6,3.4,0.5,17.2,5.9,0,0,0,0
38.9,new-hampshire,d_19810901,0.6,0,0,0,0,60.5,45.8,17.3,5.3,0.1,0
6.3,new-jersey,d_19810901,93.7,67.8,10.3,2.3,0,0,0,0,0,0,0
41.4,new-mexico,d_19810901,2.4,1,0,0,0,56.1,32.3,12.1,4.9,0.4,0
45.4,new-york,d_19810901,29.9,15.1,3.2,0.1,0,24.8,14.9,4.2,0.2,0,0
15.7,north-carolina,d_19810901,84.3,70.5,42.4,21.5,5.9,0,0,0,0,0,0
72.4,north-dakota,d_19810901,15.7,6.2,0.3,0,0,11.8,3.4,0,0,0,0
47.8,ohio,d_19810901,4.2,0.6,0,0,0,48,29,6.7,1.8,0,0
74.1,oklahoma,d_19810901,21.3,7.3,0.7,0.1,0,4.7,0.3,0,0,0,0
42.2,oregon,d_19810901,31.2,15.2,1.7,0.2,0,26.5,13.5,1.6,0,0,0
0,rhode-island,d_19810901,100.1,100.1,74.4,45.2,0,0,0,0,0,0,0
8.5,south-carolina,d_19810901,91.6,78.6,44.9,25.3,15.8,0,0,0,0,0,0
45,south-dakota,d_19810901,52.9,35.7,7.3,2.4,0.1,2.1,0.3,0,0,0,0
40.3,tennessee,d_19810901,57.5,31.2,5.5,0.7,0,2.2,0,0,0,0,0
37.9,texas,d_19810901,1.3,0,0,0,0,60.7,43.8,17.5,8.1,0.8,0
54.9,utah,d_19810901,11.5,4.9,0.3,0,0,33.6,10.7,0.1,0,0,0
21.3,vermont,d_19810901,1.9,0,0,0,0,76.7,61.4,13.5,1.9,0,0
13.6,virginia,d_19810901,86.4,61.7,22.3,8,1.6,0,0,0,0,0,0
73.9,washington,d_19810901,9.1,1.6,0,0,0,17,6,1,0,0,0
51.4,west-virginia,d_19810901,35.3,16,1.4,0.5,0,13.5,5.6,0.6,0,0,0
62.7,wisconsin,d_19810901,16.6,7.2,0.6,0,0,20.8,6.1,0,0,0,0
65.4,wyoming,d_19810901,20.3,6.1,0.3,0,0,14.2,5.1,0.2,0,0,0
45.9,alabama,d_19811001,54,24.7,1.5,0,0,0.1,0,0,0,0,0
42.1,arizona,d_19811001,4.5,1.2,0,0,0,53.4,36.5,6.8,1.6,0,0
55.5,arkansas,d_19811001,8.2,2.5,0,0,0,36.4,13.1,0.1,0,0,0
80.2,california,d_19811001,4.1,0.1,0,0,0,15.7,3,0,0,0,0
38.5,colorado,d_19811001,7.4,4.9,1.7,0,0,54.1,34.1,12.7,4.5,0.6,0
85,connecticut,d_19811001,14.9,0,0,0,0,0.1,0,0,0,0,0
81.5,delaware,d_19811001,18.5,0,0,0,0,0,0,0,0,0,0
100,district-of-columbia,d_19811001,0,0,0,0,0,0,0,0,0,0,0
13.3,florida,d_19811001,84.6,61.8,25.9,12.5,5.1,2.1,0,0,0,0,0
29.5,georgia,d_19811001,70.2,44.6,8.8,3.1,0.2,0.3,0,0,0,0,0
53.1,idaho,d_19811001,3.6,1,0,0,0,43.2,25.7,8,0.9,0,0
16.2,illinois,d_19811001,0,0,0,0,0,83.8,69.3,46.7,26.9,7.4,0
25.5,indiana,d_19811001,1.6,0.2,0,0,0,73,50.3,31.8,21.4,5,0
43.6,iowa,d_19811001,25.2,13.2,2.7,0.8,0,31.2,21.6,7.1,2.1,0,0
53.7,kansas,d_19811001,3.1,0.4,0,0,0,43.3,23.6,3.9,0.2,0,0
47.6,kentucky,d_19811001,3,0.1,0,0,0,49.5,24,7.8,3.2,0,0
45,louisiana,d_19811001,47.9,24.8,2.3,0.8,0,7,2.5,0,0,0,0
7.3,maine,d_19811001,0,0,0,0,0,92.6,77,55.3,37.1,18,0
70.9,maryland,d_19811001,16.8,0.5,0,0,0,12.4,7.7,0.5,0,0,0
69.3,massachusetts,d_19811001,18,4.3,0,0,0,12.6,1.3,0,0,0,0
36.6,michigan,d_19811001,6.7,2.9,0.1,0,0,56.5,47.2,33.7,21.5,4.3,0
27.1,minnesota,d_19811001,2.4,0.1,0,0,0,70.5,47.4,6.3,0.2,0,0
27.7,mississippi,d_19811001,72.3,39.9,1.7,0.6,0,0,0,0,0,0,0
29.6,missouri,d_19811001,2.7,0.5,0,0,0,67.6,50.2,24.6,8.1,0.2,0
36.6,montana,d_19811001,18.1,2.7,0.1,0,0,45.3,28.9,5.5,0.9,0,0
45.6,nebraska,d_19811001,16.4,5.5,0.3,0,0,38,24.7,2,0,0,0
50.1,nevada,d_19811001,16.9,8.1,1,0.2,0,33.1,21.5,5.6,1,0,0
3,new-hampshire,d_19811001,0,0,0,0,0,97.1,87.8,58.1,43.7,23.4,0
72.6,new-jersey,d_19811001,27.5,6.1,0,0,0,0,0,0,0,0,0
37.5,new-mexico,d_19811001,1.8,0.3,0,0,0,60.6,35.2,12.1,4,0.3,0
34.7,new-york,d_19811001,5,0.1,0,0,0,60.3,47.6,20.7,12.7,4.1,0
32.4,north-carolina,d_19811001,67.4,44.1,11.8,3.7,0,0.2,0,0,0,0,0
68.9,north-dakota,d_19811001,14.6,4.1,0.1,0,0,16.4,6.3,0,0,0,0
34.4,ohio,d_19811001,0.1,0,0,0,0,65.5,49.4,18.5,10.6,0.7,0
52.1,oklahoma,d_19811001,1.6,0.4,0,0,0,46.3,24,9,5.7,3,0
39,oregon,d_19811001,0.9,0,0,0,0,60.3,33.5,7.8,1.2,0,0
29.6,rhode-island,d_19811001,70.4,47.8,0,0,0,0,0,0,0,0,0
26.7,south-carolina,d_19811001,73.3,45.3,15.7,9.1,0.4,0,0,0,0,0,0
57.9,south-dakota,d_19811001,37.7,17.1,2,0,0,4.4,0.3,0,0,0,0
64.9,tennessee,d_19811001,12.1,2.8,0,0,0,23,11.3,0.1,0,0,0
12.2,texas,d_19811001,0.1,0,0,0,0,87.7,74.1,40.2,19.1,3.6,0
13.2,utah,d_19811001,2.3,0.4,0,0,0,84.5,69.7,26.2,5.4,0,0
5,vermont,d_19811001,0,0,0,0,0,95,86.7,76.7,63.1,23.1,0
62.1,virginia,d_19811001,36.8,15.2,2.9,0.8,0,1.1,0,0,0,0,0
17.6,washington,d_19811001,0,0,0,0,0,82.5,63,27,9.5,1,0
58.3,west-virginia,d_19811001,5.7,1.2,0.1,0,0,36.1,21.9,4.8,1.2,0.1,0
51.5,wisconsin,d_19811001,1.9,0,0,0,0,46.6,22,1,0,0,0
67.6,wyoming,d_19811001,2.7,0.2,0,0,0,29.6,9.7,0.7,0.2,0,0
13.4,alabama,d_19811101,86.6,73.5,28.8,11.4,3,0,0,0,0,0,0
30.8,arizona,d_19811101,2.8,0.3,0,0,0,66.5,52.3,21.6,8,1,0
68.9,arkansas,d_19811101,13.2,4.9,0.1,0,0,17.9,5.8,0,0,0,0
12.8,california,d_19811101,0.5,0,0,0,0,86.6,68.7,27.3,13.1,0.8,0
32.9,colorado,d_19811101,6.9,4.6,1.4,0,0,60,40.4,14.3,4.5,0.4,0
0,connecticut,d_19811101,100,96.6,58.7,22.4,0.3,0,0,0,0,0,0
1.1,delaware,d_19811101,98.9,56,0,0,0,0,0,0,0,0,0
0,district-of-columbia,d_19811101,100,100,0,0,0,0,0,0,0,0,0
11.3,florida,d_19811101,88.7,74.3,39.4,16.8,7.3,0,0,0,0,0,0
4.6,georgia,d_19811101,95.3,80.3,32.8,13.7,4.1,0,0,0,0,0,0
30,idaho,d_19811101,0.4,0,0,0,0,69.6,39.4,8,1.3,0,0
25.6,illinois,d_19811101,0,0,0,0,0,74.3,61.3,36.1,18.1,1.5,0
47.7,indiana,d_19811101,3.9,1.3,0,0,0,48.4,37.8,23.2,13.1,2.4,0
48.6,iowa,d_19811101,22,10.8,1.5,0,0,29.3,20.2,4.7,0.9,0,0
28.9,kansas,d_19811101,0.4,0,0,0,0,70.8,48.4,15,3.9,0,0
54,kentucky,d_19811101,21.4,9.5,0.2,0,0,24.6,9.4,0.6,0,0,0
36.7,louisiana,d_19811101,57.9,44.7,24.4,12.4,3.7,5.4,0.9,0,0,0,0
29.4,maine,d_19811101,0.4,0,0,0,0,70.3,58.7,46.8,31.2,11.2,0
10.8,maryland,d_19811101,84.1,56.3,0.6,0,0,5.1,1.4,0,0,0,0
14.7,massachusetts,d_19811101,85.3,62.2,23,7.2,0,0,0,0,0,0,0
28.5,michigan,d_19811101,26.5,11,2.8,0.8,0,44.9,39.2,23.6,11.7,0.3,0
48.1,minnesota,d_19811101,4.1,0.6,0,0,0,47.8,25.6,2.8,0,0,0
15.5,mississippi,d_19811101,84.5,61,17.7,10.3,3.9,0,0,0,0,0,0
29.1,missouri,d_19811101,3.2,0.7,0,0,0,67.8,52.6,29.4,15.2,1.3,0
51.9,montana,d_19811101,10.2,1.4,0,0,0,38,22.7,2.7,0.2,0,0
44.7,nebraska,d_19811101,7.6,3.4,0,0,0,47.7,35.3,7.4,1.1,0,0
31.2,nevada,d_19811101,7.9,2.1,0.1,0,0,60.8,42,10.2,1.9,0,0
48.7,new-hampshire,d_19811101,5.1,0.7,0,0,0,46.1,30.8,9.7,1.2,0,0
13.3,new-jersey,d_19811101,86.8,65.8,22.2,0.3,0,0,0,0,0,0,0
30.7,new-mexico,d_19811101,0.5,0,0,0,0,68.7,38.6,12.8,4.4,0.3,0
36.4,new-york,d_19811101,27.8,22.8,8.7,1.9,0.1,35.8,20,7.3,2.6,0.3,0
17.6,north-carolina,d_19811101,82.4,67.8,36.7,19.1,5.8,0,0,0,0,0,0
75.2,north-dakota,d_19811101,9,2.7,0,0,0,15.8,4.9,0,0,0,0
51.8,ohio,d_19811101,7.7,2.6,0,0,0,40.6,21.5,8.6,2.3,0,0
40.5,oklahoma,d_19811101,0,0,0,0,0,59.5,28.8,8.1,5.2,2.8,0
16.1,oregon,d_19811101,0,0,0,0,0,83.9,59.6,27.5,11.9,1,0
0,rhode-island,d_19811101,99.9,99.9,63,2.2,0,0,0,0,0,0,0
16.8,south-carolina,d_19811101,83.2,66.4,33.9,22.2,12.6,0,0,0,0,0,0
58.3,south-dakota,d_19811101,32.6,13.9,2.1,0,0,9.2,1.2,0,0,0,0
67.6,tennessee,d_19811101,16.6,2,0.1,0,0,15.8,5.4,0,0,0,0
13.6,texas,d_19811101,0,0,0,0,0,86.4,72.2,36.6,16.4,3.5,0
9.8,utah,d_19811101,0.9,0,0,0,0,89.4,78.5,41.9,18,2,0
12.3,vermont,d_19811101,16.3,11.1,2.3,0,0,71.3,57.9,14.2,0.9,0,0
24.2,virginia,d_19811101,75.8,49.9,11.8,4.3,0.4,0.1,0,0,0,0,0
49.8,washington,d_19811101,0.4,0,0,0,0,49.8,24.1,3.3,0.4,0,0
61.1,west-virginia,d_19811101,22.9,12.6,1.1,0.3,0,16.1,6,0.8,0.1,0,0
62.3,wisconsin,d_19811101,22.1,9.5,0.4,0,0,15.6,3.2,0,0,0,0
63.4,wyoming,d_19811101,2.9,0.1,0,0,0,33.7,12.4,0.9,0.3,0,0
17.7,alabama,d_19811201,81.8,57.8,18.2,3.7,0,0.4,0,0,0,0,0
46.5,arizona,d_19811201,26.3,12.5,2.2,0.4,0,27.3,15.1,3,0.1,0,0
64.4,arkansas,d_19811201,30.1,12.8,1.3,0.2,0,5.5,0.7,0,0,0,0
33,california,d_19811201,18,9.9,2.4,0.6,0,49,39.6,30.1,18.4,5.4,0
35.3,colorado,d_19811201,15.4,9.3,3.1,0.7,0,49.3,31.8,13.3,5.5,0.1,0
50.1,connecticut,d_19811201,49.9,20.7,0,0,0,0,0,0,0,0,0
89,delaware,d_19811201,11,0,0,0,0,0,0,0,0,0,0
0,district-of-columbia,d_19811201,100,0,0,0,0,0,0,0,0,0,0
16,florida,d_19811201,84.1,67.7,35,19.3,8.6,0,0,0,0,0,0
31.9,georgia,d_19811201,67.2,43.1,7.6,2.3,0.4,0.9,0,0,0,0,0
10.9,idaho,d_19811201,0,0,0,0,0,89.2,72.4,29.1,9.4,1.2,0
16.6,illinois,d_19811201,0,0,0,0,0,83.4,70.8,45.5,28.3,4.2,0
22.9,indiana,d_19811201,0.8,0,0,0,0,76.2,54.8,34.1,21.2,7.3,0
48.3,iowa,d_19811201,16.2,8,1.1,0,0,35.5,25.7,8.9,3,0,0
37.8,kansas,d_19811201,2.5,0,0,0,0,59.6,39.8,7.7,1.7,0,0
55.9,kentucky,d_19811201,11.4,2.8,0,0,0,32.6,12.8,1.7,0,0,0
33.3,louisiana,d_19811201,66.2,45.4,21.3,9,0.8,0.6,0,0,0,0,0
4.6,maine,d_19811201,0,0,0,0,0,95.5,81.8,55.2,36,19.1,0
53.6,maryland,d_19811201,38.5,2,0,0,0,7.8,2.4,0,0,0,0
76,massachusetts,d_19811201,17.2,4.8,0,0,0,6.8,0.5,0,0,0,0
37.7,michigan,d_19811201,13.8,7.2,1.6,0.3,0,48.4,40,28.1,15.4,2.5,0
43.2,minnesota,d_19811201,2.8,0.3,0,0,0,54.1,28.7,3.1,0.1,0,0
5.5,mississippi,d_19811201,94.5,79.3,30,7.7,0.1,0,0,0,0,0,0
24.5,missouri,d_19811201,3.6,1.3,0.3,0,0,71.9,57.9,34.6,20.7,2.8,0
58.3,montana,d_19811201,6.8,0.9,0,0,0,34.9,18.1,1,0.1,0,0
45,nebraska,d_19811201,7.6,2.8,0,0,0,47.5,28.3,2.7,0,0,0
47.7,nevada,d_19811201,10.5,4.9,0,0,0,41.7,25.3,8.1,2.1,0.2,0
20.6,new-hampshire,d_19811201,0,0,0,0,0,79.5,52.6,24.8,11.1,0.3,0
59.2,new-jersey,d_19811201,40.8,2.9,0,0,0,0,0,0,0,0,0
59.4,new-mexico,d_19811201,5.4,0.8,0,0,0,35.2,23.4,7.6,2.1,0.2,0
38.7,new-york,d_19811201,15,3.3,0,0,0,46.4,27,6.2,1.8,0,0
45,north-carolina,d_19811201,52.1,33.3,10.6,3,0.1,2.9,0,0,0,0,0
74.5,north-dakota,d_19811201,5.2,0.7,0,0,0,20.4,3.8,0,0,0,0
32.8,ohio,d_19811201,4.5,1.2,0,0,0,62.6,44.6,17.4,9.7,1.6,0
63.1,oklahoma,d_19811201,0.7,0,0,0,0,36.1,18.1,5.7,3.9,1.8,0
0.3,oregon,d_19811201,0,0,0,0,0,99.7,98,79.8,58.9,26.2,0
100,rhode-island,d_19811201,0,0,0,0,0,0,0,0,0,0,0
61.8,south-carolina,d_19811201,36.2,21,10.9,5.2,1.2,1.9,0,0,0,0,0
56.9,south-dakota,d_19811201,33.7,18.4,3.1,0,0,9.4,0.9,0,0,0,0
61.1,tennessee,d_19811201,17.7,3.8,0,0,0,21.1,7.4,0,0,0,0
26.2,texas,d_19811201,0,0,0,0,0,73.8,54.6,20.9,8.2,1.1,0
15.9,utah,d_19811201,1.6,0.7,0,0,0,82.5,60.8,17,5.2,1,0
20.2,vermont,d_19811201,2.5,0,0,0,0,77.2,71.8,36.1,5.9,0,0
57.6,virginia,d_19811201,40.9,14.3,1.1,0,0,1.5,0.3,0,0,0,0
17.1,washington,d_19811201,0,0,0,0,0,82.9,64.8,16.9,2,0,0
61.9,west-virginia,d_19811201,14.7,5.2,0.3,0,0,23.4,9.5,1,0.1,0,0
65.5,wisconsin,d_19811201,10,2.8,0,0,0,24.5,7.6,0,0,0,0
56.9,wyoming,d_19811201,2.9,0.5,0,0,0,40.3,22,6.1,1.6,0,0
46.2,alabama,d_19820101,48.4,26.8,3.6,0.1,0,5.5,2.3,0,0,0,0
46.6,arizona,d_19820101,18.7,9.6,1.3,0,0,34.7,20.7,7.5,1.1,0,0
67.5,arkansas,d_19820101,2.4,0.4,0,0,0,30.1,12.1,0.6,0,0,0
40.8,california,d_19820101,6.7,0.4,0,0,0,52.7,44.7,26.4,8.6,0.4,0
28.6,colorado,d_19820101,11.2,6.6,1.4,0,0,60.3,49.2,29.1,17.4,6.4,0
80.3,connecticut,d_19820101,19,0.7,0,0,0,0.7,0,0,0,0,0
72.4,delaware,d_19820101,27.6,0,0,0,0,0,0,0,0,0,0
0,district-of-columbia,d_19820101,100,0,0,0,0,0,0,0,0,0,0
32.2,florida,d_19820101,67.6,50.4,18.4,9.9,2.8,0.1,0,0,0,0,0
51.3,georgia,d_19820101,46.5,22.5,2.3,0.1,0,2.2,0,0,0,0,0
19.2,idaho,d_19820101,0,0,0,0,0,80.8,66,29.8,8.1,0.3,0
6.9,illinois,d_19820101,0,0,0,0,0,93.1,79.8,52.6,32.8,6,0
12.7,indiana,d_19820101,0,0,0,0,0,87.2,70,33.6,10.1,2.1,0
60.3,iowa,d_19820101,5.2,1.4,0,0,0,34.4,22.7,7.7,1.2,0,0
29.6,kansas,d_19820101,2.6,0.3,0,0,0,67.8,52.2,19.8,4.3,0.8,0
49.2,kentucky,d_19820101,9.4,1.6,0,0,0,41.4,19.6,2.4,0.3,0,0
42.1,louisiana,d_19820101,55.2,32.4,10.4,4.2,0,2.7,0.4,0,0,0,0
2.5,maine,d_19820101,0,0,0,0,0,97.5,93.8,63,47.2,24.7,0
58.6,maryland,d_19820101,36,1.6,0,0,0,5.5,0.6,0,0,0,0
71.4,massachusetts,d_19820101,11.9,0.2,0,0,0,16.7,2.8,0,0,0,0
34.4,michigan,d_19820101,19.2,12.1,5.4,2,0,46.3,37.7,19.6,9,1,0
45.9,minnesota,d_19820101,0.2,0,0,0,0,54,36.5,4.2,0.3,0,0
39.8,mississippi,d_19820101,60.2,33.5,8.9,1.7,0,0,0,0,0,0,0
10.1,missouri,d_19820101,0,0,0,0,0,89.9,79.5,59.1,35.4,10.4,0
42.9,montana,d_19820101,1.1,0.1,0,0,0,56.1,34.5,7.1,0.6,0,0
36.1,nebraska,d_19820101,0.7,0,0,0,0,63.2,38.9,10.5,3.2,0.1,0
54.5,nevada,d_19820101,4.7,0,0,0,0,40.6,23.4,7.4,1.7,0,0
9.8,new-hampshire,d_19820101,0,0,0,0,0,90.3,66.5,35.3,11.3,0.5,0
87.3,new-jersey,d_19820101,12.7,0.7,0,0,0,0,0,0,0,0,0
53.1,new-mexico,d_19820101,4.8,1.2,0,0,0,42.2,24.5,9.5,3.3,0.3,0
37.6,new-york,d_19820101,11,0.5,0,0,0,51.5,31.5,9.2,2.5,0.4,0
56.2,north-carolina,d_19820101,17.8,8.2,0.2,0,0,26,11.1,1,0,0,0
52,north-dakota,d_19820101,1.3,0.1,0,0,0,46.7,17.4,0,0,0,0
41.1,ohio,d_19820101,3.3,0.8,0,0,0,55.7,33.5,15.7,9.9,2,0
35.2,oklahoma,d_19820101,0.1,0,0,0,0,64.6,39.9,12.2,6.9,3.5,0
0.1,oregon,d_19820101,0,0,0,0,0,100,99.6,83.7,55.4,16.3,0
100,rhode-island,d_19820101,0,0,0,0,0,0,0,0,0,0,0
55.5,south-carolina,d_19820101,15,5.4,0.3,0,0,29.5,6.7,0.5,0,0,0
45.4,south-dakota,d_19820101,13.4,4.6,0,0,0,41.2,18.1,0,0,0,0
58.9,tennessee,d_19820101,0.1,0,0,0,0,41,16.6,1,0,0,0
33.6,texas,d_19820101,0.5,0,0,0,0,65.9,43.1,14.6,6.5,1.3,0
12.8,utah,d_19820101,1.7,0.7,0,0,0,85.6,71.5,30.8,12.4,0.9,0
18.3,vermont,d_19820101,0.8,0,0,0,0,81,74.5,40.4,7.7,0,0
78.1,virginia,d_19820101,17.8,5.4,0,0,0,4.1,0.9,0,0,0,0
17,washington,d_19820101,0,0,0,0,0,82.9,62.7,17.3,3.8,0.1,0
68.1,west-virginia,d_19820101,14.1,4.4,0.7,0.2,0,17.7,5.2,0.1,0,0,0
65.2,wisconsin,d_19820101,19.6,9.5,1.4,0.2,0,15.3,2.4,0,0,0,0
41.9,wyoming,d_19820101,1.6,0.2,0,0,0,56.4,36.2,12.7,5.8,0.4,0
65.5,alabama,d_19820201,20.3,10,0.2,0,0,14.2,7.8,2.6,0.8,0,0
45.9,arizona,d_19820201,19.6,11,0.7,0,0,34.5,21.3,4.1,0.1,0,0
70.3,arkansas,d_19820201,21,5.2,0,0,0,8.6,2.3,0,0,0,0
34.4,california,d_19820201,20.3,7.9,0.3,0,0,45.4,39.5,18.4,4.9,0.1,0
28.6,colorado,d_19820201,26.5,17.9,3.2,1.2,0.3,44.8,29,8.4,2.8,0.2,0
89.9,connecticut,d_19820201,9.2,1.1,0,0,0,0.9,0,0,0,0,0
11.7,delaware,d_19820201,88.3,11.6,0,0,0,0,0,0,0,0,0
0.3,district-of-columbia,d_19820201,99.7,0,0,0,0,0,0,0,0,0,0
47.9,florida,d_19820201,48.2,29.6,7.2,3.7,1.3,4,0.1,0,0,0,0
64.3,georgia,d_19820201,23.3,7.8,0.1,0,0,12.4,6,0.2,0,0,0
24.5,idaho,d_19820201,3.1,0.5,0,0,0,72.2,60.7,31,8.9,0.9,0
21.9,illinois,d_19820201,0,0,0,0,0,78.2,61.1,29.6,13.6,0,0
47.6,indiana,d_19820201,0.3,0,0,0,0,52,31.6,6,4,0,0
45.6,iowa,d_19820201,3,1.1,0,0,0,51.5,30.2,13.1,4.9,0.9,0
35.3,kansas,d_19820201,16.6,11,4.4,2.8,0.6,48,27.9,4.6,1.1,0,0
59.2,kentucky,d_19820201,22.1,7.6,0.7,0,0,18.7,6.5,0,0,0,0
41.7,louisiana,d_19820201,57.3,29.7,6.3,0.2,0,1,0.1,0,0,0,0
1.1,maine,d_19820201,0,0,0,0,0,98.8,94.1,63,46.2,22.9,0
48.3,maryland,d_19820201,46.8,6.3,0.1,0,0,4.9,0,0,0,0,0
63.6,massachusetts,d_19820201,0.4,0,0,0,0,35.9,7.9,0,0,0,0
41.9,michigan,d_19820201,18.8,10.8,3.8,1.2,0,39.2,31.1,15.1,5.2,1,0
27.4,minnesota,d_19820201,0.1,0,0,0,0,72.4,50.7,19.7,5.3,0.1,0
35.1,mississippi,d_19820201,64.8,35.1,1.5,0.1,0,0,0,0,0,0,0
20.6,missouri,d_19820201,0.3,0,0,0,0,79.2,64.6,31.7,11.3,0,0
54.5,montana,d_19820201,25.3,7.8,1,0.1,0,20,11.7,2.5,0.2,0,0
56.6,nebraska,d_19820201,3.2,0.5,0,0,0,40.4,23.8,4.4,1.9,0.3,0
44.8,nevada,d_19820201,37.4,21.2,4.3,0,0,17.8,12.3,2,0.2,0,0
1.4,new-hampshire,d_19820201,0,0,0,0,0,98.5,79.7,34.7,12.3,0.6,0
58.6,new-jersey,d_19820201,41.4,4.8,0,0,0,0,0,0,0,0,0
51.6,new-mexico,d_19820201,3.2,0.5,0,0,0,45.3,27.8,8.6,3.7,0.1,0
23.6,new-york,d_19820201,13.3,3.2,0,0,0,63,44.5,10.7,2.7,0.3,0
52.1,north-carolina,d_19820201,11.8,6.3,0.6,0,0,36.2,21.4,3.7,0.4,0,0
28.5,north-dakota,d_19820201,0.4,0,0,0,0,71.1,47.6,5.7,0,0,0
40.6,ohio,d_19820201,16.7,8.6,1.3,0.2,0,42.7,28.3,14.2,10.3,2.2,0
42.5,oklahoma,d_19820201,0.7,0,0,0,0,56.8,36,9.1,5.8,2.9,0
0.4,oregon,d_19820201,0,0,0,0,0,99.7,98.1,77.9,50.1,9.8,0
98.2,rhode-island,d_19820201,0,0,0,0,0,1.8,0,0,0,0,0
51.8,south-carolina,d_19820201,3.5,1,0,0,0,44.7,21.9,1.4,0,0,0
51.6,south-dakota,d_19820201,5.9,1.1,0,0,0,42.5,22.6,2.3,0,0,0
49.2,tennessee,d_19820201,1.1,0.1,0,0,0,49.6,27.1,1.4,0,0,0
38.3,texas,d_19820201,2,0.1,0,0,0,59.7,36.4,12.2,5.1,0.5,0
39.8,utah,d_19820201,4.3,2.2,0,0,0,55.9,31.3,4.5,0.1,0,0
12.6,vermont,d_19820201,0,0,0,0,0,87.4,77.7,45.7,20,0.3,0
68.7,virginia,d_19820201,12,3.4,0,0,0,19.2,6.8,0,0,0,0
22,washington,d_19820201,0,0,0,0,0,78,65.8,25,4.7,0.7,0
63.7,west-virginia,d_19820201,23.3,10.1,1,0.1,0,12.9,2.2,0,0,0,0
52.8,wisconsin,d_19820201,16.6,7.9,0.3,0,0,30.6,15.6,0.6,0,0,0
47.9,wyoming,d_19820201,38.5,23.3,8.4,3,0.5,13.5,7.5,2.3,0.1,0,0
56.9,alabama,d_19820301,37.6,17.9,1.5,0,0,5.5,0.6,0,0,0,0
51.7,arizona,d_19820301,7.5,2.8,0.4,0,0,40.8,24.9,4.4,0.4,0,0
24,arkansas,d_19820301,74.7,53.4,9.7,1.7,0,1.2,0,0,0,0,0
39.3,california,d_19820301,2.9,0.6,0,0,0,57.8,50,31,17,1.3,0
28.9,colorado,d_19820301,22.4,14.2,6.1,2.7,0.3,48.5,34.9,9.2,3.8,0.3,0
78.7,connecticut,d_19820301,21,4.9,0,0,0,0.3,0,0,0,0,0
0.2,delaware,d_19820301,99.8,75.6,0,0,0,0,0,0,0,0,0
0,district-of-columbia,d_19820301,100,9.6,0,0,0,0,0,0,0,0,0
63.9,florida,d_19820301,22.2,8.3,0,0,0,13.9,6.5,0.5,0,0,0
62.8,georgia,d_19820301,34.7,9.3,0,0,0,2.6,0,0,0,0,0
8.5,idaho,d_19820301,0.5,0.1,0,0,0,91.1,74.5,32.1,7.4,0.4,0
25.7,illinois,d_19820301,0.3,0,0,0,0,73.9,55.4,27.8,11.8,0.2,0
47.1,indiana,d_19820301,0,0,0,0,0,53,27,6,0,0,0
36.5,iowa,d_19820301,3.1,0.3,0,0,0,60.5,36.5,10.9,3.7,0.2,0
30.2,kansas,d_19820301,8.6,3.9,1.4,0.1,0,61.1,35.2,2.6,0.3,0,0
71.6,kentucky,d_19820301,23.3,10.3,0.3,0,0,5,1.1,0,0,0,0
4,louisiana,d_19820301,96,83.7,35.9,9,0,0,0,0,0,0,0
3.9,maine,d_19820301,0,0,0,0,0,96,89.6,58.3,42.7,21,0
20.5,maryland,d_19820301,79.5,47.3,3.2,0.1,0,0,0,0,0,0,0
71.8,massachusetts,d_19820301,5.1,0.6,0,0,0,23,1.2,0,0,0,0
28.6,michigan,d_19820301,33.9,22,7.3,2.1,0.1,37.5,31.2,18.8,9,1.5,0
42.9,minnesota,d_19820301,5,1.6,0,0,0,52.2,35.8,11.2,2,0.6,0
16.6,mississippi,d_19820301,83.4,58.8,15.1,2.4,0,0,0,0,0,0,0
42,missouri,d_19820301,5.4,1,0,0,0,52.6,39.2,10.7,1.3,0.2,0
68.1,montana,d_19820301,5.1,0.5,0.1,0,0,26.9,13.8,3.1,0.8,0,0
24.5,nebraska,d_19820301,0.2,0,0,0,0,75.4,51.8,18.8,5.3,0.3,0
56.7,nevada,d_19820301,5.8,2.6,0.2,0,0,37.4,24.2,10.7,4.3,0.8,0
