,state,year,month,average_temp,N0,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4
28662,TEXAS,2011,10,72.4,0.0,99.9,99.9,96.2,91.7,85.1,0.0,0.0,0.0,0.0,0.0
28663,UTAH,2011,10,56.6,18.1,7.1,3.2,0.0,0.0,0.0,74.9,66.0,40.1,22.3,5.2
28664,VERMONT,2011,10,54.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
28665,VIRGINIA,2011,10,61.8,19.4,1.1,0.0,0.0,0.0,0.0,79.5,62.3,27.4,14.5,3.9
28666,WASHINGTON,2011,10,54.1,24.7,0.2,0.0,0.0,0.0,0.0,75.1,61.1,17.6,4.2,0.0
28667,WEST VIRGINIA,2011,10,58.6,7.8,0.1,0.0,0.0,0.0,0.0,92.1,86.4,69.8,54.9,41.8
28668,WISCONSIN,2011,10,53.6,65.8,16.8,4.2,0.5,0.0,0.0,17.5,6.7,0.9,0.0,0.0
28669,WYOMING,2011,10,50.6,22.9,1.6,0.3,0.0,0.0,0.0,75.6,54.4,21.8,11.6,4.6
28670,ALABAMA,2011,11,57.9,32.7,41.1,32.8,16.1,6.0,0.1,26.1,21.0,12.6,6.7,3.3
28671,ARIZONA,2011,11,56.1,38.9,59.4,39.9,16.1,7.1,1.8,1.7,0.3,0.0,0.0,0.0
28672,ARKANSAS,2011,11,57.0,13.6,17.7,14.1,7.5,4.5,1.8,68.7,60.6,39.7,20.3,4.9
28673,CALIFORNIA,2011,11,54.8,32.6,4.3,1.0,0.0,0.0,0.0,63.1,44.0,3.3,0.1,0.0
28674,COLORADO,2011,11,41.0,32.8,31.2,25.4,10.2,4.8,1.9,35.9,21.6,10.3,5.6,0.7
28675,CONNECTICUT,2011,11,49.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,97.8,89.8,69.6
28676,DELAWARE,2011,11,54.0,69.4,0.0,0.0,0.0,0.0,0.0,30.6,22.6,17.4,16.1,15.6
28677,FLORIDA,2011,11,68.4,36.9,57.0,43.7,24.3,15.4,7.8,6.1,1.3,0.2,0.0,0.0
28678,GEORGIA,2011,11,58.9,11.5,82.7,73.9,47.1,30.3,5.9,5.9,3.8,1.2,0.3,0.0
28679,IDAHO,2011,11,38.0,22.1,0.4,0.0,0.0,0.0,0.0,77.5,53.3,11.8,0.9,0.0
28680,ILLINOIS,2011,11,50.5,33.0,2.1,0.0,0.0,0.0,0.0,64.8,53.2,34.1,26.6,18.7
28681,INDIANA,2011,11,50.4,0.2,0.0,0.0,0.0,0.0,0.0,99.9,99.5,96.2,84.7,54.4
28682,IOWA,2011,11,46.4,58.4,33.1,18.0,2.9,0.0,0.0,8.5,2.5,0.1,0.0,0.0
28683,KANSAS,2011,11,50.6,23.1,59.8,51.3,31.2,21.6,11.0,17.1,6.2,0.1,0.0,0.0
28684,KENTUCKY,2011,11,52.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,99.7,95.9,82.1
28685,LOUISIANA,2011,11,62.6,7.7,92.3,81.7,44.2,29.4,12.9,0.0,0.0,0.0,0.0,0.0
28686,MAINE,2011,11,43.2,1.6,0.0,0.0,0.0,0.0,0.0,98.4,88.7,63.0,49.5,32.1
28687,MARYLAND,2011,11,52.7,18.1,0.0,0.0,0.0,0.0,0.0,82.0,79.0,73.9,64.0,36.4
28688,MASSACHUSETTS,2011,11,49.0,0.5,0.0,0.0,0.0,0.0,0.0,99.4,98.6,94.0,84.2,62.9
28689,MICHIGAN,2011,11,44.8,12.3,9.0,4.9,0.8,0.0,0.0,78.7,75.8,60.6,47.3,30.2
28690,MINNESOTA,2011,11,41.4,53.4,39.0,24.5,7.1,2.9,0.1,7.6,1.3,0.0,0.0,0.0
28691,MISSISSIPPI,2011,11,58.7,46.8,24.3,14.1,2.5,0.0,0.0,29.0,10.5,2.0,0.3,0.0
28692,MISSOURI,2011,11,52.3,41.1,17.8,6.4,0.2,0.0,0.0,41.0,34.7,22.2,13.4,6.8
28693,MONTANA,2011,11,38.0,25.2,1.2,0.3,0.0,0.0,0.0,73.6,57.8,43.7,34.4,12.8
28694,NEBRASKA,2011,11,45.4,33.5,3.4,1.2,0.0,0.0,0.0,63.0,48.0,13.5,5.3,0.0
28695,NEVADA,2011,11,45.0,54.3,12.6,3.6,0.0,0.0,0.0,33.0,17.9,3.6,0.7,0.0
28696,NEW HAMPSHIRE,2011,11,44.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,99.5,92.6,73.3
28697,NEW JERSEY,2011,11,52.4,0.0,0.0,0.0,0.0,0.0,0.0,99.9,99.5,95.5,91.7,84.1
28698,NEW MEXICO,2011,11,49.4,16.7,81.1,75.3,56.4,43.2,29.5,2.3,0.4,0.0,0.0,0.0
28699,NEW YORK,2011,11,46.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,98.5,94.5,82.5
28700,NORTH CAROLINA,2011,11,55.3,44.9,17.8,10.0,1.6,0.0,0.0,37.3,20.4,3.6,1.1,0.0
28701,NORTH DAKOTA,2011,11,39.4,14.3,0.9,0.2,0.0,0.0,0.0,84.8,70.9,37.3,12.4,0.7
28702,OHIO,2011,11,49.8,0.0,0.0,0.0,0.0,0.0,0.0,99.9,99.9,99.9,99.9,94.9
28703,OKLAHOMA,2011,11,55.9,17.1,77.2,67.2,51.0,38.2,24.1,5.8,2.1,0.0,0.0,0.0
28704,OREGON,2011,11,43.0,27.9,4.1,2.1,0.0,0.0,0.0,68.0,41.4,6.7,0.9,0.0
28705,RHODE ISLAND,2011,11,51.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,95.9,60.2,13.3
28706,SOUTH CAROLINA,2011,11,58.2,30.8,68.7,49.9,24.0,14.0,3.4,0.5,0.0,0.0,0.0,0.0
28707,SOUTH DAKOTA,2011,11,42.8,25.6,7.7,1.9,0.0,0.0,0.0,66.6,43.4,11.9,1.9,0.0
28708,TENNESSEE,2011,11,53.9,1.1,0.0,0.0,0.0,0.0,0.0,98.9,90.3,71.7,55.3,28.1
28709,TEXAS,2011,11,61.9,0.0,100.0,99.8,95.4,91.1,83.4,0.0,0.0,0.0,0.0,0.0
28710,UTAH,2011,11,43.0,21.3,4.3,0.6,0.0,0.0,0.0,74.4,63.5,36.2,20.4,5.1
28711,VERMONT,2011,11,44.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,99.9,99.9,99.8,93.6
28712,VIRGINIA,2011,11,52.4,9.1,0.0,0.0,0.0,0.0,0.0,91.0,83.1,49.4,25.0,10.2
28713,WASHINGTON,2011,11,41.2,25.9,0.3,0.0,0.0,0.0,0.0,73.8,55.0,11.1,2.3,0.0
28714,WEST VIRGINIA,2011,11,49.4,4.3,0.0,0.0,0.0,0.0,0.0,95.6,92.3,81.5,70.3,50.7
28715,WISCONSIN,2011,11,43.2,63.1,18.7,4.1,0.3,0.0,0.0,18.2,8.4,2.3,0.7,0.0
28716,WYOMING,2011,11,36.8,21.8,1.8,0.4,0.0,0.0,0.0,76.5,56.9,27.6,14.1,5.2
28905,ALABAMA,2012,4,64.8,38.7,55.8,40.2,16.9,4.2,1.3,5.5,1.6,0.0,0.0,0.0
28906,ARIZONA,2012,4,56.1,29.5,70.3,38.9,10.8,3.5,0.0,0.3,0.0,0.0,0.0,0.0
28907,ARKANSAS,2012,4,63.3,48.5,4.0,1.4,0.0,0.0,0.0,47.5,30.5,14.4,5.7,1.2
28908,CALIFORNIA,2012,4,52.3,18.1,82.0,46.0,10.5,3.8,0.0,0.0,0.0,0.0,0.0,0.0
28909,COLORADO,2012,4,45.0,43.0,54.7,36.6,14.5,8.9,2.2,2.3,0.6,0.0,0.0,0.0
28910,CONNECTICUT,2012,4,47.8,29.9,0.0,0.0,0.0,0.0,0.0,70.0,56.8,30.0,14.0,0.0
28911,DELAWARE,2012,4,53.7,59.8,22.1,0.0,0.0,0.0,0.0,18.1,17.4,15.6,11.5,0.0
28912,FLORIDA,2012,4,70.8,18.2,70.6,57.4,25.5,15.5,1.9,11.1,8.6,4.4,2.0,0.4
28913,GEORGIA,2012,4,65.2,8.5,91.3,84.2,61.4,33.4,11.2,0.3,0.0,0.0,0.0,0.0
28914,IDAHO,2012,4,40.4,69.0,20.2,8.2,1.8,0.9,0.0,10.7,3.3,0.0,0.0,0.0
28915,ILLINOIS,2012,4,55.0,56.5,34.3,25.8,7.7,0.7,0.0,9.1,0.4,0.0,0.0,0.0
28916,INDIANA,2012,4,54.0,33.5,0.1,0.0,0.0,0.0,0.0,66.5,51.7,17.4,6.7,0.7
28917,IOWA,2012,4,52.0,47.0,45.9,32.9,12.0,1.8,0.1,7.0,3.6,0.0,0.0,0.0
28918,KANSAS,2012,4,57.4,36.5,0.0,0.0,0.0,0.0,0.0,63.6,32.1,4.9,1.1,0.3
28919,KENTUCKY,2012,4,57.6,54.0,2.8,1.1,0.0,0.0,0.0,43.2,22.8,6.0,2.3,0.1
28920,LOUISIANA,2012,4,68.4,52.8,8.3,3.8,0.1,0.0,0.0,39.1,22.6,6.0,0.0,0.0
28921,MAINE,2012,4,38.2,56.7,0.0,0.0,0.0,0.0,0.0,43.4,26.2,4.1,0.2,0.0
28922,MARYLAND,2012,4,53.4,23.5,0.1,0.0,0.0,0.0,0.0,76.4,72.8,49.1,21.6,1.0
28923,MASSACHUSETTS,2012,4,46.4,12.6,2.6,1.4,0.2,0.0,0.0,84.7,79.4,59.8,30.6,1.6
28924,MICHIGAN,2012,4,44.3,40.1,13.6,8.5,3.7,2.2,0.6,46.4,25.4,12.6,10.0,5.5
28925,MINNESOTA,2012,4,43.6,22.0,78.0,64.4,35.5,21.8,7.1,0.0,0.0,0.0,0.0,0.0
28926,MISSISSIPPI,2012,4,65.6,70.3,9.4,0.5,0.0,0.0,0.0,20.3,9.1,0.0,0.0,0.0
28927,MISSOURI,2012,4,58.6,59.5,8.4,2.5,0.0,0.0,0.0,32.1,11.9,0.3,0.0,0.0
28928,MONTANA,2012,4,42.1,51.5,42.1,27.2,8.9,3.7,0.2,6.3,3.0,0.2,0.0,0.0
28929,NEBRASKA,2012,4,52.2,49.5,18.6,11.1,2.8,0.6,0.0,31.8,13.8,1.5,0.8,0.0
28930,NEVADA,2012,4,46.2,12.0,87.9,76.3,46.4,28.3,9.6,0.1,0.0,0.0,0.0,0.0
28931,NEW HAMPSHIRE,2012,4,41.6,4.9,0.0,0.0,0.0,0.0,0.0,95.0,82.9,50.1,18.6,0.0
28932,NEW JERSEY,2012,4,51.2,3.1,0.0,0.0,0.0,0.0,0.0,97.0,91.4,77.6,64.7,30.8
28933,NEW MEXICO,2012,4,52.2,59.5,37.5,22.6,1.9,0.0,0.0,2.9,0.0,0.0,0.0,0.0
28934,NEW YORK,2012,4,43.6,15.4,0.2,0.0,0.0,0.0,0.0,84.4,76.9,52.6,38.7,19.4
28935,NORTH CAROLINA,2012,4,59.0,52.7,24.9,11.1,0.7,0.0,0.0,22.4,14.9,3.1,0.3,0.0
28936,NORTH DAKOTA,2012,4,43.2,60.2,19.4,9.0,0.1,0.0,0.0,20.4,4.6,0.0,0.0,0.0
28937,OHIO,2012,4,51.2,4.3,0.0,0.0,0.0,0.0,0.0,95.7,90.4,65.1,41.7,29.5
28938,OKLAHOMA,2012,4,62.0,41.8,0.4,0.0,0.0,0.0,0.0,57.9,38.7,11.6,2.8,0.1
28939,OREGON,2012,4,42.1,52.2,37.9,20.3,6.5,2.4,0.5,9.8,1.3,0.0,0.0,0.0
28940,RHODE ISLAND,2012,4,47.8,33.8,0.0,0.0,0.0,0.0,0.0,66.2,49.9,5.2,0.0,0.0
28941,SOUTH CAROLINA,2012,4,63.7,7.4,92.6,80.2,33.1,13.1,6.4,0.0,0.0,0.0,0.0,0.0
28942,SOUTH DAKOTA,2012,4,48.6,55.0,31.6,17.1,5.6,2.5,0.0,13.5,2.1,0.0,0.0,0.0
28943,TENNESSEE,2012,4,59.9,44.7,22.2,7.1,0.0,0.0,0.0,33.1,22.7,7.7,2.6,0.0
28944,TEXAS,2012,4,66.7,46.5,40.8,31.1,12.2,5.1,0.5,12.7,6.1,1.1,0.2,0.0
28945,UTAH,2012,4,46.1,22.8,77.1,56.1,20.8,8.1,1.1,0.0,0.0,0.0,0.0,0.0
28946,VERMONT,2012,4,40.7,8.5,0.0,0.0,0.0,0.0,0.0,91.4,63.9,32.3,25.1,8.7
28947,VIRGINIA,2012,4,55.4,24.5,0.4,0.0,0.0,0.0,0.0,75.1,53.5,14.6,5.6,0.3
28948,WASHINGTON,2012,4,41.8,73.8,15.3,7.1,2.0,0.5,0.0,10.9,1.9,0.0,0.0,0.0
28949,WEST VIRGINIA,2012,4,52.2,7.1,0.0,0.0,0.0,0.0,0.0,92.9,65.7,27.0,8.2,0.6
28950,WISCONSIN,2012,4,45.4,58.0,41.4,25.4,12.1,5.6,0.2,0.6,0.0,0.0,0.0,0.0
28951,WYOMING,2012,4,42.0,35.4,58.1,33.4,10.5,6.2,2.6,6.5,1.7,0.0,0.0,0.0
28952,ALABAMA,2012,5,69.2,60.9,31.9,12.4,1.7,0.5,0.0,7.2,2.1,0.0,0.0,0.0
28953,ARIZONA,2012,5,64.9,49.3,50.7,24.8,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
28954,ARKANSAS,2012,5,68.8,62.3,22.4,6.9,0.9,0.0,0.0,15.3,4.0,0.0,0.0,0.0
28955,CALIFORNIA,2012,5,59.8,13.4,86.8,56.5,16.5,8.3,3.1,0.0,0.0,0.0,0.0,0.0
28956,COLORADO,2012,5,51.8,28.9,71.1,53.1,22.7,11.6,4.4,0.0,0.0,0.0,0.0,0.0
28957,CONNECTICUT,2012,5,55.6,60.8,31.9,10.2,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0
28958,DELAWARE,2012,5,61.4,16.1,83.9,80.7,66.2,33.1,0.0,0.0,0.0,0.0,0.0,0.0
28959,FLORIDA,2012,5,74.4,29.7,59.1,45.5,4.6,0.0,0.0,11.3,9.3,6.3,2.1,0.1
28960,GEORGIA,2012,5,69.6,25.3,71.8,56.9,30.9,13.7,0.4,2.9,0.4,0.0,0.0,0.0
28961,IDAHO,2012,5,46.7,64.0,23.9,10.9,2.3,0.9,0.0,12.1,4.7,0.0,0.0,0.0
28962,ILLINOIS,2012,5,61.4,68.0,27.0,15.4,2.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0
28963,INDIANA,2012,5,60.3,36.9,0.2,0.0,0.0,0.0,0.0,62.8,45.4,9.0,2.5,0.1
28964,IOWA,2012,5,58.7,68.3,29.8,12.4,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0
28965,KANSAS,2012,5,64.1,58.8,21.0,5.2,0.0,0.0,0.0,20.2,9.5,0.0,0.0,0.0
28966,KENTUCKY,2012,5,63.4,31.3,1.9,0.0,0.0,0.0,0.0,66.8,41.6,8.9,3.5,0.1
28967,LOUISIANA,2012,5,72.9,63.6,3.5,1.1,0.0,0.0,0.0,32.9,17.5,1.1,0.0,0.0
28968,MAINE,2012,5,48.0,76.8,15.6,0.5,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0
28969,MARYLAND,2012,5,60.9,20.6,24.7,20.3,8.6,0.9,0.0,54.7,33.3,17.2,3.6,0.0
28970,MASSACHUSETTS,2012,5,54.6,47.8,0.7,0.4,0.0,0.0,0.0,51.5,12.6,0.2,0.0,0.0
28971,MICHIGAN,2012,5,51.4,49.2,10.4,4.3,0.7,0.0,0.0,40.4,26.6,8.5,5.0,1.2
28972,MINNESOTA,2012,5,51.9,53.9,20.8,10.9,0.2,0.0,0.0,25.3,10.6,1.7,0.0,0.0
28973,MISSISSIPPI,2012,5,70.0,57.8,18.9,2.5,0.0,0.0,0.0,23.3,10.9,1.4,0.0,0.0
28974,MISSOURI,2012,5,64.2,68.7,25.8,9.6,0.1,0.0,0.0,5.5,1.3,0.0,0.0,0.0
28975,MONTANA,2012,5,47.2,44.8,33.6,18.4,3.8,0.5,0.0,21.6,14.0,2.1,0.1,0.0
28976,NEBRASKA,2012,5,57.9,43.8,55.4,38.4,14.4,7.3,2.8,0.8,0.0,0.0,0.0,0.0
28977,NEVADA,2012,5,54.0,10.2,89.8,80.1,54.4,36.5,17.1,0.1,0.0,0.0,0.0,0.0
28978,NEW HAMPSHIRE,2012,5,50.6,30.0,0.0,0.0,0.0,0.0,0.0,70.0,24.8,4.5,0.5,0.0
28979,NEW JERSEY,2012,5,58.8,63.0,15.3,4.3,0.0,0.0,0.0,21.6,16.6,1.9,0.0,0.0
28980,NEW MEXICO,2012,5,60.0,81.8,15.7,3.2,0.1,0.0,0.0,2.4,0.0,0.0,0.0,0.0
28981,NEW YORK,2012,5,52.2,39.4,4.3,0.8,0.0,0.0,0.0,56.3,37.4,16.2,8.4,3.0
28982,NORTH CAROLINA,2012,5,64.4,65.0,16.0,4.1,0.5,0.1,0.0,18.9,9.1,2.3,0.1,0.0
28983,NORTH DAKOTA,2012,5,50.4,60.6,29.8,13.7,2.3,0.7,0.0,9.6,0.2,0.0,0.0,0.0
28984,OHIO,2012,5,58.3,0.0,0.0,0.0,0.0,0.0,0.0,99.9,93.6,60.1,35.9,11.4
28985,OKLAHOMA,2012,5,68.4,67.4,2.6,0.0,0.0,0.0,0.0,30.0,14.9,2.0,0.5,0.0
28986,OREGON,2012,5,48.4,52.1,34.7,16.8,4.1,2.0,0.6,13.4,3.3,0.0,0.0,0.0
28987,RHODE ISLAND,2012,5,55.4,94.5,0.2,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0
28988,SOUTH CAROLINA,2012,5,68.4,41.2,58.2,24.8,8.5,1.8,0.0,0.5,0.0,0.0,0.0,0.0
28989,SOUTH DAKOTA,2012,5,54.2,50.5,39.3,19.3,1.3,0.0,0.0,10.3,3.1,0.8,0.0,0.0
28990,TENNESSEE,2012,5,65.2,45.4,17.2,0.3,0.0,0.0,0.0,37.4,28.9,13.9,6.3,0.3
28991,TEXAS,2012,5,72.8,58.0,24.0,10.2,1.0,0.0,0.0,18.1,5.2,0.1,0.0,0.0
28992,UTAH,2012,5,53.8,12.1,87.9,70.6,36.2,21.0,4.7,0.0,0.0,0.0,0.0,0.0
28993,VERMONT,2012,5,50.1,72.4,2.7,0.6,0.0,0.0,0.0,24.9,16.0,2.6,0.0,0.0
28994,VIRGINIA,2012,5,61.4,29.2,3.1,0.0,0.0,0.0,0.0,67.7,49.9,12.9,4.2,0.0
28995,WASHINGTON,2012,5,48.4,69.1,14.7,6.2,2.0,0.4,0.0,16.3,4.4,0.0,0.0,0.0
28996,WEST VIRGINIA,2012,5,58.8,0.7,0.0,0.0,0.0,0.0,0.0,99.3,89.1,35.4,11.8,0.9
28997,WISCONSIN,2012,5,52.4,64.0,15.4,6.6,0.3,0.1,0.0,20.6,10.2,1.8,0.1,0.0
28998,WYOMING,2012,5,47.4,32.3,62.8,40.9,20.8,14.9,8.3,4.8,0.2,0.0,0.0,0.0
28999,ALABAMA,2012,6,75.1,20.5,79.4,44.8,4.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0
29000,ARIZONA,2012,6,74.0,24.5,75.6,45.2,6.5,1.2,0.1,0.0,0.0,0.0,0.0,0.0
29001,ARKANSAS,2012,6,75.6,60.4,32.1,11.3,0.1,0.0,0.0,7.5,0.5,0.0,0.0,0.0
29002,CALIFORNIA,2012,6,66.6,12.6,87.4,57.1,18.8,9.2,3.2,0.0,0.0,0.0,0.0,0.0
29003,COLORADO,2012,6,61.6,7.4,92.6,76.7,49.1,29.1,11.7,0.0,0.0,0.0,0.0,0.0
29004,CONNECTICUT,2012,6,64.0,29.1,71.0,50.5,17.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0
29005,DELAWARE,2012,6,70.4,0.0,100.0,84.6,70.0,59.6,24.3,0.0,0.0,0.0,0.0,0.0
29006,FLORIDA,2012,6,78.4,46.0,13.0,5.8,0.0,0.0,0.0,41.0,29.8,16.4,9.2,1.7
29007,GEORGIA,2012,6,74.6,15.7,76.4,62.0,32.2,16.4,2.7,8.0,6.1,3.3,1.0,0.0
29008,IDAHO,2012,6,53.0,54.6,26.5,14.4,3.7,0.7,0.0,18.9,11.6,6.2,3.6,0.0
29009,ILLINOIS,2012,6,70.4,37.1,62.9,35.5,10.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0
29010,INDIANA,2012,6,69.6,61.3,31.2,9.4,0.0,0.0,0.0,7.5,2.8,0.1,0.0,0.0
29011,IOWA,2012,6,68.2,68.7,28.3,8.8,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0
29012,KANSAS,2012,6,73.2,60.3,23.3,7.7,0.0,0.0,0.0,16.2,5.0,0.0,0.0,0.0
29013,KENTUCKY,2012,6,70.9,63.9,27.6,14.9,0.7,0.0,0.0,8.6,3.5,0.0,0.0,0.0
29014,LOUISIANA,2012,6,78.5,58.7,27.2,14.8,0.3,0.0,0.0,14.1,6.1,0.0,0.0,0.0
29015,MAINE,2012,6,57.0,35.9,0.2,0.0,0.0,0.0,0.0,64.0,41.1,1.6,0.0,0.0
29016,MARYLAND,2012,6,69.7,34.8,61.2,51.4,27.8,11.4,0.4,4.0,0.0,0.0,0.0,0.0
29017,MASSACHUSETTS,2012,6,62.7,72.8,15.9,9.4,1.3,0.3,0.0,11.4,1.4,0.0,0.0,0.0
29018,MICHIGAN,2012,6,62.8,54.7,12.1,6.7,2.0,1.0,0.2,33.3,18.1,8.0,2.3,0.0
29019,MINNESOTA,2012,6,62.6,27.3,18.1,10.5,1.5,0.1,0.0,54.5,39.0,19.7,13.6,9.0
29020,MISSISSIPPI,2012,6,76.2,39.8,58.9,26.1,0.5,0.0,0.0,1.2,0.0,0.0,0.0,0.0
29021,MISSOURI,2012,6,72.2,58.6,39.7,22.1,3.2,0.0,0.0,1.7,0.5,0.0,0.0,0.0
29022,MONTANA,2012,6,54.8,33.2,38.5,24.7,9.2,3.8,0.4,28.3,14.3,3.1,1.0,0.0
29023,NEBRASKA,2012,6,67.8,35.1,65.0,47.3,25.1,17.3,9.7,0.0,0.0,0.0,0.0,0.0
29024,NEVADA,2012,6,62.1,4.4,95.6,90.6,70.7,43.4,22.2,0.0,0.0,0.0,0.0,0.0
29025,NEW HAMPSHIRE,2012,6,59.6,47.0,1.1,0.1,0.0,0.0,0.0,51.9,20.0,0.0,0.0,0.0
29026,NEW JERSEY,2012,6,67.6,61.9,38.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29027,NEW MEXICO,2012,6,68.8,52.2,47.7,22.7,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
29028,NEW YORK,2012,6,62.6,65.7,24.6,5.2,0.6,0.2,0.0,9.7,2.6,0.0,0.0,0.0
29029,NORTH CAROLINA,2012,6,70.9,47.7,46.8,25.7,6.2,1.5,0.4,5.6,2.1,0.1,0.0,0.0
29030,NORTH DAKOTA,2012,6,60.2,44.8,52.7,28.5,3.7,0.2,0.0,2.5,0.0,0.0,0.0,0.0
29031,OHIO,2012,6,68.4,50.4,0.9,0.0,0.0,0.0,0.0,48.6,19.0,2.5,0.5,0.0
29032,OKLAHOMA,2012,6,75.8,69.8,2.5,0.0,0.0,0.0,0.0,27.7,10.9,1.1,0.0,0.0
29033,OREGON,2012,6,53.2,53.8,18.4,7.8,2.6,1.7,0.4,28.0,14.4,1.1,0.0,0.0
29034,RHODE ISLAND,2012,6,63.1,93.7,6.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29035,SOUTH CAROLINA,2012,6,73.8,28.9,70.5,45.5,8.0,1.3,0.0,0.6,0.0,0.0,0.0,0.0
29036,SOUTH DAKOTA,2012,6,64.4,50.3,39.3,22.1,3.8,0.0,0.0,10.3,3.3,0.6,0.0,0.0
29037,TENNESSEE,2012,6,72.0,40.8,49.8,29.8,6.9,0.2,0.0,9.4,2.6,0.0,0.0,0.0
29038,TEXAS,2012,6,78.9,59.7,17.3,7.2,0.1,0.0,0.0,23.0,8.4,1.0,0.1,0.0
29039,UTAH,2012,6,63.4,0.1,99.8,91.7,59.0,34.6,10.1,0.0,0.0,0.0,0.0,0.0
29040,VERMONT,2012,6,59.8,82.8,13.0,2.5,0.0,0.0,0.0,4.2,0.6,0.0,0.0,0.0
29041,VIRGINIA,2012,6,68.8,52.1,25.6,14.0,2.2,0.0,0.0,22.3,5.0,0.0,0.0,0.0
29042,WASHINGTON,2012,6,53.0,47.3,1.9,0.3,0.0,0.0,0.0,50.8,29.7,11.6,5.0,1.2
29043,WEST VIRGINIA,2012,6,66.6,68.6,0.5,0.1,0.0,0.0,0.0,31.1,8.2,0.1,0.0,0.0
29044,WISCONSIN,2012,6,63.4,57.2,17.7,5.8,1.1,0.4,0.1,25.0,13.0,1.9,1.3,0.6
29045,WYOMING,2012,6,56.4,22.0,76.9,59.6,25.8,13.2,6.0,1.1,0.0,0.0,0.0,0.0
29046,ALABAMA,2012,7,79.2,52.1,45.0,22.6,1.9,0.1,0.0,2.9,0.7,0.0,0.0,0.0
29047,ARIZONA,2012,7,79.4,60.0,38.8,16.8,2.3,0.7,0.0,1.2,0.0,0.0,0.0,0.0
29048,ARKANSAS,2012,7,81.0,66.7,26.0,12.5,0.0,0.0,0.0,7.4,0.7,0.0,0.0,0.0
29049,CALIFORNIA,2012,7,72.0,16.7,83.1,59.8,17.7,9.0,2.9,0.2,0.0,0.0,0.0,0.0
29050,COLORADO,2012,7,69.2,5.9,94.1,85.0,51.4,27.1,10.3,0.0,0.0,0.0,0.0,0.0
29051,CONNECTICUT,2012,7,70.2,0.0,100.0,88.0,39.5,17.6,5.5,0.0,0.0,0.0,0.0,0.0
29052,DELAWARE,2012,7,76.9,0.0,100.0,99.8,75.9,59.8,22.3,0.0,0.0,0.0,0.0,0.0
29053,FLORIDA,2012,7,80.9,36.3,37.5,23.3,3.6,0.9,0.0,26.1,20.2,8.7,3.1,0.0
29054,GEORGIA,2012,7,78.9,15.2,80.3,69.3,40.7,23.2,5.8,4.6,2.9,0.4,0.0,0.0
29055,IDAHO,2012,7,62.7,41.1,45.5,26.8,8.2,3.5,0.0,13.3,9.7,6.8,5.6,2.9
29056,ILLINOIS,2012,7,77.2,13.1,86.9,55.9,16.8,7.0,1.9,0.0,0.0,0.0,0.0,0.0
29057,INDIANA,2012,7,75.9,37.0,57.8,39.5,4.9,0.0,0.0,5.2,2.4,0.1,0.0,0.0
29058,IOWA,2012,7,75.5,48.0,51.4,26.2,1.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0
29059,KANSAS,2012,7,80.9,53.8,40.0,29.1,14.9,7.6,1.2,6.1,1.0,0.0,0.0,0.0
29060,KENTUCKY,2012,7,76.5,66.7,19.8,6.9,0.0,0.0,0.0,13.5,5.3,0.0,0.0,0.0
29061,LOUISIANA,2012,7,81.5,55.1,2.5,0.3,0.0,0.0,0.0,42.4,24.1,5.0,0.1,0.0
29062,MAINE,2012,7,63.9,72.2,9.6,1.4,0.3,0.1,0.0,18.3,0.3,0.0,0.0,0.0
29063,MARYLAND,2012,7,75.8,33.1,66.2,57.8,31.6,15.5,0.8,0.7,0.0,0.0,0.0,0.0
29064,MASSACHUSETTS,2012,7,69.0,5.8,94.2,54.5,14.8,5.9,0.5,0.0,0.0,0.0,0.0,0.0
29065,MICHIGAN,2012,7,70.0,52.6,16.3,7.9,1.6,0.4,0.1,31.1,16.1,7.6,3.0,0.6
29066,MINNESOTA,2012,7,70.6,32.7,15.1,7.0,1.7,0.5,0.0,52.0,43.2,29.6,20.9,11.7
29067,MISSISSIPPI,2012,7,80.0,61.5,21.3,9.0,0.0,0.0,0.0,17.1,4.1,0.0,0.0,0.0
